location,dept,below 0,0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,above 100
SD HOT SPRINGS,24,434.0085561497326,431.6363636363636,326.72727272727275,407.76190476190476,350.75,314.6666666666667,269.5,251.0,274.0,321.0,NaN,NaN
AK Summit Creek,41,190.099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,30,845.6850899742931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,2,2282.329928498468,2262.0,2267.6,2262.285714285714,2344.0,2292.0,2185.0,2243.0,NaN,NaN,NaN,NaN
CO Nast Lake,38,14760.753564154786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,40,3874.5944055944055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,10,2092.5920245398775,2337.222222222222,2236.8,2812.0,2793.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,2,5234.777540106952,5819.454545454545,5594.454545454545,5746.666666666667,5697.25,5703.333333333333,5762.25,5759.0,5739.0,5659.0,NaN,NaN
CA HERNANDEZ CALIFORNIA,96,2224.5,2387.8571428571427,2337.875,2407.3333333333335,2335.0,2395.75,2295.4444444444443,2237.6666666666665,2719.3333333333335,2167.0,2424.75,1986.4
AK SALCHA ALASKA,31,664.4357326478149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,3,116.30847803881512,140.5,81.2,92.57142857142857,88.0,93.0,64.0,66.0,NaN,NaN,NaN,NaN
SD HOT SPRINGS,25,1021.027807486631,946.0,914.9090909090909,967.6190476190476,959.0,975.3333333333334,939.0,981.0,855.0,993.5,NaN,NaN
SD HOT SPRINGS,3,1623.9176470588236,3135.0,2168.6363636363635,2941.714285714286,2455.5,1354.6666666666667,1752.75,1932.0,1673.0,1295.0,NaN,NaN
CA HERNANDEZ CALIFORNIA,97,927.1235827664399,894.9047619047619,874.0,922.6666666666666,859.0,905.9166666666666,867.2222222222222,871.1666666666666,1173.6666666666667,722.0,990.0,868.6
TX HEBBRONVILLE,92,6682.814645308925,6502.633333333333,6300.407407407408,6354.68,6492.48,6270.14705882353,6470.75,6075.653846153846,6268.9111111111115,6311.140350877193,6119.142857142857,6420.265306122449
WI HALES CORNERS-WHITNALL PK,32,855.4188481675393,796.7272727272727,782.0,789.4,830.6666666666666,798.5,723.5,931.5,911.0,1046.0,NaN,NaN
AK AURORA,41,0.3333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,42,766.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,11,1849.4233128834355,2253.1111111111113,2083.4,2811.0,2262.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,26,1411.9811643835617,1256.3684210526317,1249.235294117647,1204.695652173913,1145.0666666666666,1195.2142857142858,1153.3846153846155,1087.076923076923,1108.1,1060.5625,1068.0,1104.788944723618
TX HEBBRONVILLE,93,2705.8443935926775,2704.9333333333334,2610.8888888888887,2568.08,2702.72,2647.1176470588234,2765.0555555555557,2607.826923076923,2712.222222222222,2764.315789473684,2666.530612244898,2790.183673469388
NM MOUNTAINAIR,4,2127.025536261491,2103.5,2064.2,2045.4285714285713,2125.0,2166.0,2123.0,2009.0,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,33,990.3465968586387,1088.7272727272727,855.5555555555555,892.6,912.3333333333334,885.5,907.0,933.0,954.5,980.0,NaN,NaN
AK AURORA,42,15.79020979020979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,12,398.0695296523517,418.3333333333333,378.8,409.5,531.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,98,1310.7210884353742,1108.3809523809523,1084.625,1167.888888888889,1103.0714285714287,1094.0,1008.7777777777778,1025.6666666666667,1596.6666666666667,721.0,1287.0,911.0
SD HOT SPRINGS,4,2898.7508021390377,3081.090909090909,2979.818181818182,3032.0476190476193,3006.25,2991.0,3036.0,3061.0,2937.0,2944.0,NaN,NaN
AK SALCHA ALASKA,32,1080.038560411311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,40,2833.020429009193,2556.75,2423.2,2571.8571428571427,2490.0,2443.0,2301.0,2647.0,NaN,NaN,NaN,NaN
CA IMPERIAL,27,301.30479452054794,195.10526315789474,201.23529411764707,191.7391304347826,189.13333333333333,183.85714285714286,190.0,190.96153846153845,180.75,182.25,193.12,197.88442211055278
SD HOT SPRINGS,26,566.0791443850268,431.45454545454544,384.27272727272725,412.0,390.4166666666667,363.6666666666667,343.0,355.0,322.0,375.5,NaN,NaN
SD HOT SPRINGS,5,1810.2748663101604,1176.5454545454545,1148.8181818181818,1308.4285714285713,1319.5833333333333,1229.3333333333333,1368.25,1619.0,1123.0,1288.0,NaN,NaN
WI HALES CORNERS-WHITNALL PK,34,2330.2931937172775,2324.4545454545455,2308.6666666666665,2378.4,2389.3333333333335,2554.5,2352.5,2923.5,3059.0,2909.0,NaN,NaN
TX HEBBRONVILLE,94,2860.3020594965674,3120.2,3142.185185185185,3033.64,3084.64,3160.029411764706,3269.472222222222,3129.576923076923,3256.6666666666665,3270.6666666666665,3179.816326530612,3374.285714285714
NM MOUNTAINAIR,41,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,13,4054.4018404907974,3983.5555555555557,3845.6,3946.0,4157.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,44,326.787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,28,101.73287671232876,73.6842105263158,71.11764705882354,72.65217391304348,56.46666666666667,68.21428571428571,60.07692307692308,54.07692307692308,55.25,48.125,50.92,47.14572864321608
AK SALCHA ALASKA,33,1533.188946015424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,27,175.68663101604278,127.27272727272727,113.36363636363636,118.0952380952381,117.08333333333333,120.0,117.75,129.0,119.0,133.0,NaN,NaN
CA HERNANDEZ CALIFORNIA,99,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,40,4526.272727272727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,5,150.7170582226762,120.0,115.0,97.14285714285714,120.0,121.0,120.0,82.0,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,95,5735.064073226545,6015.1,5871.666666666667,5837.72,6164.52,6078.764705882353,6284.416666666667,6082.25,6323.533333333334,6318.017543859649,6147.367346938776,6462.367346938776
MI KALKASKA,14,2274.002044989775,1968.888888888889,1972.8,1996.5,2207.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,44,0.29411764705882354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,29,1027.277397260274,870.3684210526316,893.0588235294117,889.8260869565217,885.8666666666667,845.2857142857143,844.1538461538462,877.4615384615385,889.5,880.75,900.52,930.9748743718593
NM MOUNTAINAIR,42,24.20429009193054,24.25,24.0,24.857142857142858,16.0,14.0,20.0,25.0,NaN,NaN,NaN,NaN
SD HOT SPRINGS,28,87.42780748663101,48.45454545454545,44.36363636363637,47.95238095238095,47.5,54.666666666666664,48.75,52.0,52.0,62.5,NaN,NaN
ID EAGLE IDAHO,20,6.778210116731517,14.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,34,3681.552699228792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,41,219.93706293706293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,6,0.3157894736842105,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,6,541.896256684492,427.27272727272725,525.0,427.42857142857144,446.4166666666667,472.0,533.0,513.0,636.0,473.0,NaN,NaN
WA Thunder Basin,67,498.708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,45,1.0956521739130434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,71,929.3338926174497,787.5882352941177,863.5,838.6470588235294,872.8095238095239,753.04,836.7575757575758,838.5675675675676,806.8333333333334,968.3928571428571,794.6363636363636,869.8653846153846
WI HALES CORNERS-WHITNALL PK,35,293.6125654450262,270.90909090909093,285.55555555555554,283.2,256.3333333333333,301.25,273.5,364.0,328.0,443.0,NaN,NaN
ID EAGLE IDAHO,21,226.5034965034965,238.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,35,466.7750642673522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,46,3663.952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,29,510.9208556149733,497.72727272727275,479.09090909090907,517.1428571428571,565.4166666666666,542.3333333333334,534.5,531.0,460.0,505.5,NaN,NaN
WI HALES CORNERS-WHITNALL PK,36,283.02931937172775,354.09090909090907,399.1111111111111,480.6,398.0,470.5,331.5,712.0,976.5,739.0,NaN,NaN
NM MOUNTAINAIR,7,102.35444330949949,104.75,134.8,106.28571428571429,83.0,77.0,166.0,146.0,NaN,NaN,NaN,NaN
SD HOT SPRINGS,7,2591.8,2159.5454545454545,2172.181818181818,2291.3333333333335,2177.3333333333335,2310.6666666666665,2116.5,2055.0,2085.0,2330.5,NaN,NaN
MT Bisson Creek,42,527.3146853146853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,96,1667.9862700228832,1697.2666666666667,1678.1851851851852,1668.04,1766.0,1700.3823529411766,1757.2222222222222,1691.6153846153845,1774.911111111111,1761.6315789473683,1739.5510204081634,1837.8265306122448
LA ROBSON,72,11743.609060402685,7734.176470588235,7626.666666666667,8240.735294117647,8558.857142857143,7306.76,7894.969696969697,8031.378378378378,7770.791666666667,8297.892857142857,7742.545454545455,8099.25
NE IMPERIAL,90,4518.908059023836,3859.1052631578946,4109.785714285715,4111.307692307692,3998.0,4246.625,4490.5,4393.333333333333,4203.0,NaN,4845.0,NaN
AK Summit Creek,47,-2.7333333333333334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,36,565.8560411311054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,8,4267.825668449198,4239.909090909091,4261.545454545455,4176.238095238095,4262.083333333333,4176.666666666667,4320.25,4475.0,4011.0,4105.0,NaN,NaN
NM MOUNTAINAIR,44,0.16279069767441862,NaN,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,8,2608.7803881511745,2453.0,2322.4,2506.0,2524.0,2243.0,2212.0,2489.0,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,22,9.514705882352942,31.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,46,1216.6923076923076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,91,1725.5800227014756,1541.421052631579,1717.642857142857,1745.1538461538462,1722.6363636363637,1862.5,1987.5,1893.6666666666667,1887.0,NaN,2137.0,NaN
KS HORTON,40,4750.0117785630155,4846.0,4890.909090909091,4888.1578947368425,4853.571428571428,4837.466666666666,4838.8,4793.090909090909,4841.0,4990.363636363636,4831.666666666667,4893.588235294118
MI KALKASKA,16,895.0593047034765,1173.111111111111,1355.4,1534.0,1298.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,97,1394.7894736842106,1423.4333333333334,1354.2962962962963,1374.84,1439.24,1435.1764705882354,1483.9444444444443,1425.8076923076924,1459.1333333333334,1477.298245614035,1431.0816326530612,1465.8163265306123
LA ROBSON,74,2550.1694630872485,2622.0588235294117,2676.777777777778,2682.764705882353,2885.4285714285716,2570.76,2808.878787878788,2904.189189189189,2678.8333333333335,3022.25,2679.181818181818,2951.903846153846
ID EAGLE IDAHO,23,2.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WI HALES CORNERS-WHITNALL PK,38,6168.7842931937175,5957.0,5829.666666666667,5756.2,5931.0,6392.0,6577.0,7327.5,6180.5,8056.0,NaN,NaN
KS HORTON,41,37.40518256772674,49.8421052631579,57.90909090909091,47.473684210526315,46.642857142857146,47.8,48.666666666666664,54.09090909090909,45.7,68.72727272727273,53.111111111111114,59.705882352941174
TX HEBBRONVILLE,98,726.7505720823799,712.3,700.4814814814815,686.08,669.84,645.0882352941177,658.5277777777778,631.9423076923077,640.0222222222222,625.1228070175439,610.530612244898,616.8979591836735
MI KALKASKA,17,1026.9877300613498,930.3333333333334,947.6,819.5,1013.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,9,18.748723186925435,24.0,23.4,23.428571428571427,26.0,21.0,43.0,32.0,NaN,NaN,NaN,NaN
MT Bisson Creek,44,559.9020979020979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT GINGER MONTANA,71,1551.183908045977,1756.0,1507.0,1433.6666666666667,1709.5,1450.0,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,92,7656.246311010215,6546.526315789473,7136.857142857143,7004.923076923077,6861.909090909091,7273.5,7768.75,7685.333333333333,7213.0,NaN,8277.0,NaN
SD HOT SPRINGS,9,2044.4652406417113,2577.818181818182,2777.3636363636365,2656.904761904762,2586.3333333333335,3372.6666666666665,3083.0,2604.0,3557.0,3275.5,NaN,NaN
TX HEBBRONVILLE,99,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,42,648.3981154299175,722.421052631579,729.9090909090909,697.2105263157895,719.9285714285714,694.0,691.8,697.4545454545455,706.4,700.1818181818181,758.7777777777778,706.6470588235294
MT Bisson Creek,45,2.0303030303030303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,46,864.9683350357508,765.25,819.0,817.0,772.0,825.0,794.0,828.0,NaN,NaN,NaN,NaN
MT GINGER MONTANA,72,9898.899686520375,8021.5,7538.0,7614.333333333333,7594.5,6741.0,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,93,522.855845629966,459.2631578947368,506.0,540.0,502.90909090909093,551.0,583.25,521.0,461.0,NaN,680.0,NaN
ID EAGLE IDAHO,24,0.3333333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,18,1035.9777158774373,0.3333333333333333,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK SALCHA ALASKA,38,5102.353470437018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK Summit Creek,49,1237.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK AURORA,49,2.088888888888889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,31,9.04602510460251,19.818181818181817,15.181818181818182,14.181818181818182,13.5,16.75,15.166666666666666,9.75,NaN,22.0,8.0,5.0
NE IMPERIAL,94,134.77115384615385,27.0,7.181818181818182,18.083333333333332,10.5,21.428571428571427,1.25,3.6666666666666665,1.0,NaN,2.0,NaN
MT Bisson Creek,46,2032.6573426573427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,25,7.398601398601398,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,19,290.1063394683027,255.77777777777777,239.2,251.0,297.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ID EAGLE IDAHO,26,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,95,7145.6799091940975,7622.368421052632,8296.5,8379.538461538461,8165.454545454545,8562.75,8798.0,8583.666666666666,8629.0,NaN,8973.0,NaN
MT GINGER MONTANA,74,3935.3594566353186,4516.0,4001.0,3836.6666666666665,4204.0,3592.0,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,32,1.9285714285714286,2.0,0.6666666666666666,1.125,1.3333333333333333,0.8,1.75,1.25,0.0,1.0,1.0,2.0
MT Bisson Creek,47,-8.444444444444445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,77,78.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,44,472.4075382803298,431.0,423.6363636363636,400.63157894736844,399.64285714285717,404.0,400.93333333333334,408.8181818181818,398.7,445.6363636363636,430.77777777777777,419.7647058823529
AK HIDDEN FALLS HATCHERY,40,8366.647916666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,78,0.9310344827586207,1.0,NaN,4.666666666666667,5.0,NaN,NaN,0.0,2.5,4.8,1.0,3.3684210526315788
CA HERNANDEZ CALIFORNIA,33,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,45,1.9140401146131805,2.0,3.0,3.0,5.0,1.0,2.75,1.3333333333333333,NaN,3.75,1.0,1.0
ID EAGLE IDAHO,27,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NM MOUNTAINAIR,49,4.360153256704981,NaN,NaN,3.6666666666666665,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN
MT Bisson Creek,48,92.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,96,105.33904109589041,184.0,185.71428571428572,210.14285714285714,206.2,210.8,198.5,195.5,195.0,NaN,213.0,NaN
AK HIDDEN FALLS HATCHERY,41,148.85729166666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,97,1103.4767309875142,1164.7368421052631,1242.5714285714287,1249.076923076923,1205.5454545454545,1269.625,1286.25,1312.3333333333333,1190.0,NaN,1343.0,NaN
ID EAGLE IDAHO,28,8.484375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT Bisson Creek,49,7.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LA ROBSON,79,3154.6442953020132,3083.176470588235,3127.1111111111113,3057.235294117647,3118.2380952380954,3019.88,3062.121212121212,3194.7837837837837,3132.625,3079.285714285714,3133.090909090909,3102.2115384615386
AK HIDDEN FALLS HATCHERY,42,1136.2479166666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA HERNANDEZ CALIFORNIA,34,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KS HORTON,46,1330.1719670200237,1349.578947368421,1414.2727272727273,1451.6842105263158,1370.7142857142858,1489.6666666666667,1419.2666666666667,1416.6363636363637,1475.8,1456.8181818181818,1374.3333333333333,1447.8235294117646
CA IMPERIAL,90,7756.79794520548,7249.789473684211,7390.235294117647,7167.95652173913,7406.066666666667,7323.928571428572,7330.461538461538,7558.538461538462,7673.5,7870.5,7557.52,7644.899497487437
UT Mammoth-Cottonwood,60,15.747252747252746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,91,6462.0085616438355,6197.263157894737,6288.294117647059,6227.565217391304,6355.866666666667,6343.928571428572,6305.7692307692305,6345.7307692307695,6534.35,6673.3125,6466.24,6534.477386934674
KS HORTON,47,-3.0869565217391304,5.5,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,90,1710.1732620320856,1629.7272727272727,1599.5454545454545,1628.047619047619,1630.75,1575.3333333333333,1636.25,1699.0,1498.0,1538.5,NaN,NaN
MT GINGER MONTANA,77,27.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NE IMPERIAL,98,23.97522816166884,16.11111111111111,23.166666666666668,23.846153846153847,22.09090909090909,19.75,34.5,27.666666666666668,18.0,NaN,48.0,NaN
KS HORTON,48,113.96465968586388,75.0,109.14285714285714,82.88888888888889,57.2,40.833333333333336,43.5,104.77777777777777,24.11111111111111,58.72727272727273,45.857142857142854,66.58333333333333
NE IMPERIAL,99,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,92,14571.90410958904,13260.263157894737,13529.235294117647,13106.565217391304,13425.333333333334,13337.857142857143,13290.461538461539,13683.846153846154,13828.95,14163.9375,13699.52,13561.522613065326
MT GINGER MONTANA,78,0.6506024096385542,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,31,3.303951367781155,2.68,7.0,5.32,4.041666666666667,6.586206896551724,5.027777777777778,4.595744680851064,3.2790697674418605,2.5555555555555554,3.5625,4.407407407407407
SD HOT SPRINGS,91,1105.2663101604278,1148.1818181818182,1189.6363636363637,1145.6190476190477,1180.5833333333333,1143.6666666666667,1210.75,1284.0,1071.0,1113.5,NaN,NaN
CA HERNANDEZ CALIFORNIA,36,-4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,44,688.1489583333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,93,5902.335616438356,5696.421052631579,5902.176470588235,5636.608695652174,5715.933333333333,5748.071428571428,5672.692307692308,6042.153846153846,6176.45,6399.6875,6004.96,5912.834170854271
SD HOT SPRINGS,92,5553.211764705882,5498.272727272727,5360.909090909091,5460.0952380952385,5714.583333333333,5444.0,5678.0,5930.0,5158.0,5319.0,NaN,NaN
TX HEBBRONVILLE,32,4.480769230769231,5.703703703703703,7.444444444444445,7.208333333333333,6.818181818181818,5.147058823529412,6.972222222222222,6.431372549019608,7.222222222222222,5.508771929824562,5.714285714285714,7.275510204081633
KS HORTON,49,5.352941176470588,9.625,8.571428571428571,8.3,8.125,5.5,8.11111111111111,10.666666666666666,8.0,8.5,6.75,7.125
MT GINGER MONTANA,79,5256.033437826542,5204.5,5008.0,5242.333333333333,5144.0,5576.0,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,45,2.9481641468682507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,51,0.6521739130434783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AK HIDDEN FALLS HATCHERY,46,2820.7833333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,52,531.1398601398602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TX HEBBRONVILLE,33,0.47368421052631576,0.6,0.25,0.3333333333333333,0.5,0.7142857142857143,0.6666666666666666,0.125,0.6666666666666666,0.8571428571428571,0.26666666666666666,0.24
CA HERNANDEZ CALIFORNIA,38,2608.8548752834467,2587.4761904761904,2614.9375,2421.925925925926,2553.4285714285716,2416.5833333333335,2427.222222222222,2463.6666666666665,2174.3333333333335,2566.0,2630.25,2335.4
CA IMPERIAL,94,5780.953767123287,6012.578947368421,6001.411764705882,5841.304347826087,6005.466666666666,5891.357142857143,5723.307692307692,6181.7692307692305,6191.35,6410.1875,6145.44,6270.427135678392
SD HOT SPRINGS,93,108.87272727272727,133.9090909090909,141.72727272727272,136.8095238095238,135.5,132.66666666666666,129.75,130.0,110.0,124.5,NaN,NaN
AK HIDDEN FALLS HATCHERY,47,-14.41095890410959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,80,4.4553264604811,2.2,0.25,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA IMPERIAL,95,12017.594178082192,12524.894736842105,13247.35294117647,12175.478260869566,12699.8,12830.214285714286,12852.307692307691,13596.076923076924,13627.7,14268.75,13575.2,14066.75879396985
TN WHITE HOUSE,71,159.17354368932038,143.55,136.83333333333334,138.66666666666666,142.6818181818182,132.1578947368421,187.84615384615384,155.0,126.77777777777777,169.4,NaN,120.0
TX HEBBRONVILLE,34,1.6730769230769231,NaN,NaN,0.0,3.0,1.5,1.0,0.0,0.5,1.0,0.6,0.0
LA ROBSON,10,3924.5989932885905,3924.705882352941,3954.3888888888887,4043.5588235294117,3920.8571428571427,4165.48,4053.818181818182,4016.4594594594596,3813.9166666666665,4016.964285714286,3911.318181818182,3938.019230769231
SD HOT SPRINGS,94,356.81125,630.5,608.3,489.70588235294116,612.5833333333334,771.0,779.0,791.0,NaN,787.0,NaN,NaN
AK HIDDEN FALLS HATCHERY,48,129.9880239520958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,81,748.7791411042945,788.1111111111111,812.4,814.0,721.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NV TUSCARORA,40,2762.2335766423357,2575.5,NaN,2598.0,2811.0,NaN,2540.0,NaN,NaN,NaN,NaN,2456.5
TN WHITE HOUSE,72,3386.242718446602,2932.05,2717.0,2534.6666666666665,2416.6363636363635,2552.842105263158,2748.6153846153848,2341.8,2304.222222222222,2994.2,NaN,2686.285714285714
CA IMPERIAL,96,4078.4623287671234,4375.631578947368,4556.470588235294,4244.04347826087,4371.6,4315.571428571428,4281.461538461538,4760.2307692307695,4719.05,5042.6875,4563.52,4838.562814070352
LA ROBSON,11,2705.778523489933,4325.470588235294,4009.277777777778,3935.529411764706,3299.285714285714,4529.2,4624.848484848485,5441.0,4117.416666666667,3975.5,4061.5454545454545,3379.25
SD HOT SPRINGS,95,6232.83743315508,6982.0,6771.727272727273,7038.428571428572,7077.333333333333,7217.666666666667,7145.5,7171.0,6840.0,7126.5,NaN,NaN
TX HEBBRONVILLE,35,1.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,54,18.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CO VALLECITO DAM,55,2665.5874125874125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MI KALKASKA,82,2158.795501022495,2116.3333333333335,2068.2,2580.5,1982.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SD HOT SPRINGS,96,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
